Device_ID,Device_Type,BS_position,No_of_sensors,Threshold_distance,Energy_consumed_by_amplifier_long_distance,Initial_energy,Cluster_radius,Energy_consumed_by_electronics_circuit,Energy_consumed_by_amplifier_short_distance,Simulation_time,Secondary_model_parameter_value,Bandwidth,Data_packet_size,Message_size,ICMP_IPV4_TYPE,ICMP_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,ATTACK,LABEL,DATASET
Device_1933,Camera,74.9,79,23.66,0.006845929894380534,3.536,94.72,0.0006873391362626547,0.0008804649637701096,2119,5.083,814,1558,2431,8,8,37026,2,27735,200,Normal,0,NF-BoT-IoT-v2
Device_1934,Gateway,106.16,180,120.1,0.0032205774868948904,0.819,42.38,0.003914975555676274,0.0008303242839140943,5337,2.711,840,228,316,0,0,18239,15,50973,200,Normal,0,NF-ToN-IoT-v2
Device_1935,Router,837.47,375,181.42,0.007365212715035097,3.179,72.26,0.0019157398752636826,0.0005924257959825187,9978,0.401,819,1678,3990,0,0,63396,2,26423,226,DDoS,1,NF-ToN-IoT-v2
Device_1936,Camera,239.82,281,12.26,0.0033696471443968685,1.49,11.64,0.003428975077781516,0.00011054032709113418,8023,8.906,537,646,3527,3,8,41772,28,70348,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1937,Gateway,194.96,68,104.72,0.0013445775870682946,1.868,93.23,0.0033903881675550257,0.0003306723350560208,4270,4.346,594,134,3204,8,0,33260,1,76925,425,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1938,Actuator,504.91,190,76.5,0.004806067538810926,1.083,37.73,0.0039886043332804325,0.0006075503471932116,5147,7.554,911,1225,3577,8,0,18213,15,85445,331,Port_Scan,1,NF-BoT-IoT-v2
Device_1939,Camera,768.75,28,120.26,0.0075351362054703,1.619,54.78,0.0035161956235143263,2.332125033052438e-05,2514,9.715,570,140,2588,11,8,23405,15,54448,530,Botnet,1,NF-ToN-IoT-v2
Device_1940,Actuator,61.95,235,52.84,0.00383883311778448,4.196,18.16,0.00029045494769525104,5.2204604531812606e-05,2255,6.363,955,407,4074,0,0,33238,2,12779,200,Normal,0,NF-ToN-IoT-v2
Device_1941,Actuator,576.81,482,22.33,0.008704824006268696,3.375,94.83,0.0026454574433587862,0.0006808867483785721,3857,6.947,538,157,2941,11,0,50532,1,78482,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1942,Sensor,119.21,104,128.93,0.0039308317704688225,4.774,68.93,0.000914287750007762,0.0008893208229868278,192,9.438,297,778,1464,8,0,29012,2,66317,200,Normal,0,NF-ToN-IoT-v2
Device_1943,Router,36.46,378,89.2,0.003563406352516644,0.719,10.13,0.004852826233714182,0.0008566114980299715,6343,5.214,44,416,2675,0,0,43162,2,73161,150,DDoS,1,NF-BoT-IoT-v2
Device_1944,Camera,52.74,306,128.27,0.00998261474724634,4.066,19.74,0.0013535892387043793,0.00017646382371263794,8962,3.267,597,179,1632,0,0,21239,1,68992,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1945,Actuator,834.16,90,50.0,0.0048764730276016485,3.646,42.98,0.002158526021219193,0.0009121211180664178,2243,9.222,22,714,1619,8,8,27840,28,24908,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1946,Sensor,117.97,184,74.36,0.00807168997616371,1.674,25.59,0.0010638405436898433,0.000699339178644758,8523,0.783,878,1056,804,0,0,19016,5,33509,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1947,Gateway,45.15,231,116.72,0.008069381754993233,3.781,33.94,0.0007594867557080198,0.0007191626947824269,6071,2.225,226,1026,2298,3,0,36098,5,16939,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1948,Camera,437.9,112,122.69,0.009271056437281875,3.724,99.76,0.00304455504295818,0.0003110007887300408,1702,3.479,549,583,763,8,8,32570,28,40119,200,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1949,Actuator,843.99,63,80.74,0.0009404610390580063,2.567,67.57,0.0025165802788334507,0.0007188368079269802,3051,7.843,374,780,766,8,8,11493,1,77900,226,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1950,Router,262.41,192,63.21,0.0027850807366257392,3.599,92.61,0.0019358326971049024,0.0007126745548080534,1410,9.049,613,1062,2223,0,0,14435,15,25365,425,DDoS,1,NF-BoT-IoT-v2
Device_1951,Sensor,421.71,360,62.0,0.007700706106309697,2.501,46.4,0.000518553208542474,0.0005987188703569888,8067,4.573,654,1218,1271,8,8,45281,1,4731,200,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1952,Actuator,39.92,412,43.19,0.0056697547747457935,2.01,72.48,0.0037062008868759826,0.00036371551922645314,6346,2.933,4,467,356,11,0,13341,2,51728,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1953,Router,449.08,327,71.83,0.0056401879293098865,2.599,48.67,0.00012869585970225265,0.0008129042933081112,258,3.597,24,833,1019,8,0,23262,1,24325,425,Normal,0,NF-ToN-IoT-v2
Device_1954,Actuator,577.61,364,47.89,0.0017455314885153842,4.528,36.18,0.00234254178281366,0.0009381427586004663,3878,6.6,962,1489,937,11,8,36061,5,24490,200,Normal,0,NF-BoT-IoT-v2
Device_1955,Camera,570.91,358,130.42,0.0028834148397279048,2.231,54.32,0.003199602705897137,0.0008711895407767264,1686,1.664,703,356,2472,3,0,1039,15,21249,331,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1956,Camera,332.43,452,118.12,0.005261207448595671,2.317,45.59,0.0022104830944857995,0.0002505494022709275,477,5.52,833,188,565,3,8,53020,28,66472,331,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1957,Camera,315.53,330,82.69,0.00284409551027875,3.238,98.15,0.0007184240211648515,0.0004512170907591595,3395,5.926,322,1169,3095,11,0,10181,1,55483,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1958,Sensor,106.62,77,71.91,0.0021817996477172794,3.888,52.14,0.003913424442306672,0.00034899020877118033,9005,7.108,781,143,3442,8,8,2765,15,38452,226,Normal,0,NF-BoT-IoT-v2
Device_1959,Camera,366.8,37,55.15,0.0009687849521229617,3.806,82.06,0.0016873253662877464,0.0007104047547075173,9029,6.079,539,1018,1884,11,8,27081,15,68491,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1960,Router,99.49,283,111.74,0.0016416875180411212,0.589,68.35,0.000760302200791472,0.0008331754342942963,2600,1.06,372,1510,3874,0,0,43223,5,16548,530,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1961,Actuator,766.6,291,184.59,0.007711790848670534,3.593,50.56,0.002796302492257378,0.00022363817111507403,1963,6.919,593,1824,712,11,8,611,2,766,150,Normal,0,NF-ToN-IoT-v2
Device_1962,Gateway,966.27,369,140.28,0.007215913887788684,2.527,50.04,0.00019394063206367462,0.0009478027799990328,7988,0.315,633,1128,149,3,0,10775,15,8359,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1963,Router,970.07,412,151.44,0.0005537534750522449,2.858,37.48,0.0016879120846502278,0.0006805558419665726,591,3.964,365,985,3091,3,0,59142,15,50619,425,DoS,1,NF-BoT-IoT-v2
Device_1964,Router,865.07,320,168.53,0.002112512444906699,3.027,15.16,0.0037781476110076645,0.00022626339286110192,8213,4.229,913,1248,359,11,0,45488,1,21965,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1965,Camera,600.79,128,76.81,0.005648507932653891,3.793,77.34,0.004572285513884455,0.00037738366519435247,7601,1.255,69,1530,3587,3,0,56254,28,51469,425,DoS,1,NF-BoT-IoT-v2
Device_1966,Sensor,700.87,389,21.95,0.0032940156579440542,4.241,92.22,0.002999464551258391,0.00011356078947598341,9821,0.198,472,1328,3306,0,8,32356,1,6710,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1967,Actuator,285.21,450,128.29,0.008250171066527352,3.408,25.71,0.0011662967684466811,0.0006010982951793125,7510,0.805,505,989,1443,8,0,39469,5,52265,425,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1968,Sensor,630.77,143,45.85,0.007871394145855255,3.038,92.94,0.0011780007384993177,0.00017749960756469781,7831,4.518,313,767,1547,8,8,61679,15,71000,425,Botnet,1,NF-BoT-IoT-v2
Device_1969,Actuator,455.65,138,118.12,0.008926647523785285,2.182,27.07,0.0030589711546407466,0.000696159038781411,1045,2.48,72,904,342,11,8,36839,2,33720,226,Brute_Force,1,NF-BoT-IoT-v2
Device_1970,Actuator,482.02,17,150.51,0.005673019191900649,1.12,55.36,0.0020931323635097754,0.0007398742757924084,8993,0.783,246,125,4006,3,0,45871,15,78448,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1971,Sensor,757.78,490,158.89,0.0035855571501100755,4.814,37.64,0.0009685950640019274,0.00048454147014019745,2584,2.638,758,750,315,8,0,57445,2,11109,220,Botnet,1,NF-ToN-IoT-v2
Device_1972,Router,281.92,60,67.35,0.006100040492230687,2.578,15.88,0.00395824549440123,0.00010287860343274344,2855,5.335,765,713,1095,3,0,58008,2,25434,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1973,Actuator,318.04,350,107.36,0.0009824531294800323,3.048,10.02,0.0010811908788560297,0.0006147644580718357,7728,7.447,876,699,649,11,0,19498,2,26241,200,Normal,0,NF-ToN-IoT-v2
Device_1974,Sensor,924.64,481,127.98,0.00019490157564052937,3.88,39.71,0.001676040089777153,0.00037848319960257626,7917,4.179,73,1811,1407,3,8,17974,28,11759,220,DoS,1,NF-BoT-IoT-v2
Device_1975,Actuator,56.22,290,165.7,0.00026922584919151815,0.808,9.5,0.00040100425001271084,0.0009501509965019059,3133,6.17,786,546,1238,0,8,40353,1,45796,530,Normal,0,NF-BoT-IoT-v2
Device_1976,Gateway,485.63,184,154.66,0.004134675085548741,4.348,14.9,0.0035367233542030435,0.0005180736496350212,489,6.008,528,1275,668,0,8,18752,5,63509,425,Normal,0,NF-ToN-IoT-v2
Device_1977,Router,912.8,192,197.72,0.0023579681816203266,4.087,18.52,0.0014488618452505213,8.154340817553223e-05,7934,8.974,691,1060,2487,3,0,46747,28,3294,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1978,Camera,610.36,201,11.54,0.0016576432874204723,3.985,5.18,0.0012410481155068717,0.0006396885923652075,9535,1.876,864,225,3500,0,0,31528,28,6855,200,Brute_Force,1,NF-BoT-IoT-v2
Device_1979,Actuator,546.41,258,93.12,0.006191727554619888,0.599,19.56,0.0015864556015090419,0.0007815601655012335,3447,4.817,40,85,2719,11,0,20892,2,21675,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1980,Gateway,249.74,244,58.65,0.009951440921870494,2.869,59.84,0.004383239611566269,0.00016889778131154643,111,6.355,39,965,2551,0,8,58271,28,39189,331,DDoS,1,NF-BoT-IoT-v2
Device_1981,Camera,343.28,92,32.78,0.0018597567157938102,0.744,82.85,0.0026382909953168703,0.00045456679070094254,9808,5.245,56,1007,2253,0,0,44996,5,27435,200,DoS,1,NF-BoT-IoT-v2
Device_1982,Camera,852.05,102,183.19,0.005509572099717995,2.979,23.38,0.0008736351763492633,0.0007457649837054433,1720,4.558,885,843,655,8,8,28705,5,28000,220,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1983,Actuator,559.22,382,199.61,0.0012853023885989487,3.733,12.68,0.003894956347694925,3.0288679234992028e-05,8340,9.737,745,1264,4006,8,0,51002,15,53120,150,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1984,Sensor,514.74,403,44.31,0.009348940766614177,1.048,74.3,0.001121420903584478,3.8680098136403276e-05,6253,9.426,566,1643,1839,11,8,6893,28,26638,530,Normal,0,NF-ToN-IoT-v2
Device_1985,Actuator,99.58,321,17.3,0.0029883761688487918,3.627,5.78,0.0021211331261289097,0.0006801429462140327,8278,6.153,172,1785,3920,0,0,49596,15,81195,220,DoS,1,NF-ToN-IoT-v2
Device_1986,Gateway,16.03,277,62.26,0.008795564218429447,2.523,74.75,0.0028835715143145225,0.0007278752333418457,8552,4.452,302,2008,2131,8,0,28851,5,78783,530,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1987,Camera,963.69,426,168.62,0.002902456748578731,4.152,17.46,0.0029637702821755786,0.0008474107429465244,8611,7.578,928,1552,4018,3,8,1854,28,38730,150,Normal,0,NF-BoT-IoT-v2
Device_1988,Actuator,376.99,129,65.84,0.008079919553848522,2.901,26.69,0.00043825737088562966,0.00040560381763470114,2027,5.178,490,1685,75,3,8,50841,2,60325,200,Normal,0,NF-BoT-IoT-v2
Device_1989,Sensor,603.21,80,20.81,0.00217287520111315,2.013,16.41,0.0042003420093449095,0.0003958788983950505,6913,9.956,432,1510,2056,0,8,49868,2,42963,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1990,Actuator,79.72,26,19.97,0.0029986153585190994,1.994,28.5,0.002449210723695524,0.000556844293002361,2932,6.891,701,1847,2747,11,8,38155,28,76827,331,Normal,0,NF-BoT-IoT-v2
Device_1991,Router,683.11,262,91.21,0.0020055061174959763,4.539,80.83,0.0049473774286176745,0.0007597536854845819,7078,0.775,962,1135,185,0,8,24085,15,83774,150,Normal,0,NF-ToN-IoT-v2
Device_1992,Sensor,932.57,454,187.05,0.002716172790711591,2.538,17.59,0.0036154677989432013,0.000644582274968837,4216,4.079,934,2033,3975,8,8,41928,15,35764,226,Brute_Force,1,NF-ToN-IoT-v2
Device_1993,Gateway,575.67,131,64.32,0.008365170977799822,2.326,99.45,0.0049635876309912,0.0003340500708054142,115,7.33,555,1754,488,0,8,20791,2,6501,150,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_1994,Camera,126.12,389,91.16,0.006426421725712305,0.679,36.07,0.0023220287155190362,0.0003530817838714863,3966,8.439,4,1063,2340,0,8,36869,15,84165,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1995,Actuator,581.72,19,29.37,0.004118208721488518,2.139,92.59,0.0007898288954793222,0.000765374886211435,2445,8.152,261,122,2708,3,8,2595,2,51587,425,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1996,Sensor,766.35,296,103.78,0.009718058168113348,4.323,23.05,0.0036638159474452698,0.0005393001951439874,9232,9.775,997,377,4063,3,8,8829,1,46644,200,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1997,Router,406.42,325,142.34,0.004702129118582781,3.924,22.85,0.00391102538416727,0.00010699641382401133,8550,4.942,881,1053,3044,8,8,29129,2,27736,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1998,Sensor,879.84,335,61.52,0.009700623715462629,1.494,58.71,0.0042788928126242295,0.00016146500461076691,1163,1.487,570,382,941,11,0,26340,1,52097,530,DDoS,1,NF-BoT-IoT-v2
Device_1999,Router,648.68,282,66.38,0.0020462105368175163,2.359,9.81,0.0015771002254709224,0.0008526784721789327,375,6.557,549,241,849,11,8,22202,28,17096,220,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2000,Gateway,899.25,315,169.98,0.009055920428437999,1.385,81.1,0.002602351522165102,0.0009988153973815072,2666,0.8,410,289,2140,8,8,2618,1,32668,530,DoS,1,NF-BoT-IoT-v2
Device_2001,Camera,623.51,302,11.97,0.00023683982056519736,4.794,46.76,0.00430177730946595,0.0003423260766838424,5022,9.738,747,1096,2246,8,8,3551,5,10517,226,Normal,0,NF-BoT-IoT-v2
Device_2002,Gateway,131.29,219,130.93,0.005498501703421,3.192,71.42,0.0043372075593983055,0.00039283464494125714,2030,7.609,265,758,1639,0,8,26691,15,37719,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2003,Actuator,309.69,455,84.84,0.004288218703490947,3.895,21.59,0.00022585083097509048,0.00016294314454169036,3682,9.823,15,727,164,0,8,24371,1,52251,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2004,Sensor,201.79,227,66.69,0.005298369670172596,3.712,66.02,0.0033874922418621082,0.00024335595321981735,1431,3.835,88,335,439,11,0,49271,5,3997,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2005,Router,908.83,250,134.94,0.005579103836282221,4.432,61.44,0.003048268012896831,0.0004303835473181291,8166,0.256,984,1296,709,0,0,37827,5,25537,530,Botnet,1,NF-BoT-IoT-v2
Device_2006,Router,760.4,383,168.59,0.003951410405270339,4.772,76.79,0.0005083551090699086,0.0002915457479666549,9848,5.261,99,1673,4051,0,8,30028,15,76774,150,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2007,Sensor,676.4,473,116.09,0.009982158684172342,0.646,33.25,0.004657666789608602,0.0007044106060446098,579,1.3,617,1589,3446,3,8,41807,2,40253,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2008,Sensor,300.97,209,15.91,0.009767421183976195,4.889,93.65,0.002282324239828595,0.0005424709470891265,4609,6.828,217,896,3575,8,8,50026,5,37086,425,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2009,Actuator,184.04,225,97.67,0.009621279229375493,4.417,96.32,0.003403862779624286,0.0008240741570103114,3146,5.026,410,276,1928,8,8,19378,1,63193,530,Brute_Force,1,NF-ToN-IoT-v2
Device_2010,Gateway,756.45,214,97.92,0.00979294196902822,2.223,87.47,0.0044257091979652665,0.0007272796685418293,1588,7.559,191,817,2804,3,0,60401,15,8721,226,Normal,0,NF-BoT-IoT-v2
Device_2011,Router,474.16,422,113.32,0.007950822747817046,4.267,59.34,0.0007375932472330366,0.0001368196058408757,8252,2.982,215,622,3592,3,8,14681,1,12469,530,DDoS,1,NF-ToN-IoT-v2
Device_2012,Actuator,225.79,425,137.48,0.009887045742360686,3.815,44.93,0.004293631403173197,0.00013215507592095156,2192,8.309,710,1992,2311,0,0,38752,2,79397,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2013,Gateway,616.62,225,13.67,0.008934366230223905,4.069,10.51,0.003649097585682668,0.0008966921521223824,929,6.543,617,1890,784,8,0,60660,15,53852,331,Normal,0,NF-ToN-IoT-v2
Device_2014,Actuator,40.33,89,105.38,0.004217733106620969,1.493,94.99,0.004214002377590081,0.0008213161270532255,7755,9.878,27,335,1687,11,0,20035,5,67604,200,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2015,Router,326.17,276,121.78,0.007869293372995738,3.419,95.42,0.0025246949553519656,0.0004732381499310818,2800,1.868,182,1945,2087,8,0,54937,1,14522,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_2016,Sensor,468.56,489,75.24,0.009129471666743695,0.617,6.78,0.0002640757823349483,0.00013906049342623286,8435,0.607,595,1590,3260,11,8,42824,1,33114,220,Normal,0,NF-ToN-IoT-v2
Device_2017,Sensor,147.96,399,136.99,0.007154800128512217,4.317,38.9,0.003385527634182096,0.0008995905277789473,5030,8.525,159,142,534,3,0,34088,5,2677,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2018,Gateway,984.65,388,53.35,0.004285545171599479,4.78,88.6,0.0019352088992588556,0.0002383935518021708,2904,3.451,230,1185,2016,8,8,9930,5,41976,530,Botnet,1,NF-BoT-IoT-v2
Device_2019,Camera,209.1,44,70.3,0.0007513233959626101,3.48,12.68,0.00207183758837813,4.517942688335816e-05,8090,4.369,235,1417,1109,3,0,30340,2,79120,425,Normal,0,NF-ToN-IoT-v2
Device_2020,Gateway,130.35,298,192.92,0.008115999676899818,2.807,23.67,0.0022621847873812648,0.0009249971297375281,6436,9.264,800,291,2161,8,8,36788,2,71223,425,Normal,0,NF-BoT-IoT-v2
Device_2021,Camera,203.53,27,76.13,0.009532154443952057,3.766,97.97,0.0025152572153309062,0.0008108462645157811,9075,4.463,386,697,3886,11,8,25509,5,14449,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2022,Actuator,769.06,174,75.84,0.003688386276276271,1.969,85.49,0.0033434777395730904,0.0006965468753952639,6116,3.05,530,562,789,3,0,2675,15,28897,220,Normal,0,NF-ToN-IoT-v2
Device_2023,Actuator,425.51,22,123.18,0.0016038699047905022,3.319,91.65,0.0036612008136341846,4.3690053778514726e-05,4373,0.689,284,592,3930,0,0,16351,5,56627,150,Port_Scan,1,NF-ToN-IoT-v2
Device_2024,Router,565.42,211,194.49,0.0033323880107585017,3.735,18.5,0.003906527203171964,0.0005331468666087821,6561,4.485,71,1641,3695,8,0,28252,5,38747,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2025,Camera,21.01,238,196.79,0.0058679613459646385,1.142,25.08,0.0033908703363972103,0.0006570997935329334,7658,6.584,504,1269,2177,11,0,19045,28,4503,200,Port_Scan,1,NF-BoT-IoT-v2
Device_2026,Router,34.43,355,120.14,0.003237597132494138,1.13,62.51,0.004037049157611643,0.0007617537683742112,2298,2.765,215,84,2078,0,8,62823,15,51119,226,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2027,Sensor,445.83,375,10.21,0.006145125428943905,3.723,52.67,0.0006985311186639456,0.00047636314595053843,8902,7.206,117,933,4044,3,0,42331,15,16167,220,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2028,Camera,816.66,474,181.12,0.009671837099221843,2.443,33.36,0.004200406564369414,0.0009538158070807414,8832,4.835,100,221,3265,8,0,21940,2,36668,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2029,Gateway,885.24,457,118.35,0.006740271483746058,4.501,88.97,0.0019976675270813545,0.0002523332503634428,7475,8.595,600,1696,2413,8,8,56791,2,20748,150,DoS,1,NF-BoT-IoT-v2
Device_2030,Sensor,86.71,10,79.54,0.0036903277262276546,1.904,90.63,0.002691005711243503,7.903756818820414e-05,7989,1.701,860,1546,3462,0,8,47031,2,23690,226,Normal,0,NF-BoT-IoT-v2
Device_2031,Sensor,538.36,328,167.55,0.009363954417568196,0.691,32.71,0.002225519062424941,0.00033943858255856336,512,7.595,665,175,447,0,8,16658,1,5239,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2032,Gateway,913.23,226,85.97,0.005699789160141325,3.424,19.8,0.002431014301600206,0.0006651868216036456,7356,9.332,295,791,3914,3,8,43637,15,35638,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2033,Sensor,387.97,43,16.47,0.0013708867454724101,3.579,19.16,0.0014985956571099196,0.0007397856322335093,5968,7.44,177,1235,1838,0,8,19520,28,18069,331,Brute_Force,1,NF-BoT-IoT-v2
Device_2034,Camera,829.57,368,166.0,0.0050399119514182395,2.991,51.02,0.0009327594629183963,0.0007411119281436609,5477,4.119,132,1574,2649,8,0,68,2,73425,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2035,Router,133.7,275,113.71,0.006571000804609495,3.575,17.63,0.0006139841919120323,0.00011956708934650658,5827,2.382,820,1911,766,8,0,19158,2,37935,425,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_2036,Sensor,935.39,137,74.25,0.008398718221585711,2.857,49.97,0.0023118543114335303,0.0008862385600819872,1527,1.074,634,834,2160,8,0,37172,2,17077,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2037,Camera,751.42,221,57.67,0.00937112018840571,3.617,48.88,0.0007137788831044996,0.0002880253658936576,3610,6.459,723,749,382,8,8,51346,2,531,200,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_2038,Actuator,941.33,272,122.82,0.003242419723792214,0.698,88.99,0.001300443515484908,0.00021781199658659425,1737,1.514,580,1123,84,0,0,8769,2,54956,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2039,Camera,676.62,321,49.53,0.0016395724043824643,2.158,33.14,0.000754717839568209,0.0006183129021682247,4676,8.399,57,904,3568,0,0,31227,1,51101,220,DDoS,1,NF-ToN-IoT-v2
Device_2040,Router,363.4,89,71.53,0.000830903557719436,1.449,58.26,0.0006346940347189203,0.00021973058368949516,8471,9.611,13,686,2702,11,0,37039,28,23333,425,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_2041,Camera,938.18,174,130.94,0.007409710566812001,0.947,75.63,0.004424059624453982,0.0005129581079264737,3496,1.444,193,1163,655,3,8,14913,15,61000,226,DoS,1,NF-ToN-IoT-v2
Device_2042,Gateway,275.57,422,177.49,0.007972066701882776,1.553,61.61,0.003402727169742553,0.0004129593995799201,4777,3.823,575,216,72,0,8,10440,28,82166,220,Normal,0,NF-BoT-IoT-v2
Device_2043,Router,332.17,261,111.25,0.0041527939565888525,1.361,95.64,0.004626419648157697,0.0002397139200022323,5625,9.379,994,1807,2260,3,0,48145,5,76800,331,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_2044,Actuator,700.81,21,154.23,0.0040196615310189275,4.879,62.22,0.003255659575341264,0.00029913903617666125,7222,4.76,839,1206,1524,0,0,19791,15,54795,226,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_2045,Gateway,765.32,410,154.98,0.009546946613380855,1.789,90.68,0.004235360017765852,0.0004331331590472544,1742,5.401,510,1778,4019,11,0,14118,2,38679,425,Normal,0,NF-BoT-IoT-v2
Device_2046,Camera,929.4,313,136.23,0.00917514511829524,1.539,28.28,0.002820963087421235,0.00035269874285204624,1394,7.5,153,621,2610,0,0,44158,5,21509,530,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_2047,Router,204.8,221,56.71,0.0024093324289787277,4.257,58.27,0.002366887248308602,0.0003877600265278737,9874,2.184,23,1530,1975,8,8,39624,5,22930,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_2048,Actuator,798.0,291,174.69,0.007829995712723092,2.386,56.61,0.002689539264916645,0.0007380802753545362,3636,9.794,30,1795,3190,0,8,15851,5,60035,150,Port_Scan,1,NF-BoT-IoT-v2
Device_2049,Gateway,738.55,121,92.89,0.0062647339227061075,2.397,99.0,0.0016691049229361973,0.0001766961135654112,7887,7.831,369,790,360,3,8,64562,5,13810,425,Normal,0,NF-BoT-IoT-v2
Device_2050,Actuator,63.79,220,18.4,0.0016268051172844352,2.496,24.43,0.0033240647158695774,0.0006313424014591002,8655,1.698,701,1948,2629,8,8,38526,2,15891,425,Normal,0,NF-BoT-IoT-v2
Device_2051,Camera,387.22,387,56.48,0.003632033366156948,2.374,18.39,0.004496157018186332,0.0006813761978913565,2216,1.2,391,133,2880,0,8,9366,5,22071,530,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_2052,Actuator,282.77,248,155.45,0.0018569821189440767,1.97,63.11,0.003933531887790172,0.0008040661757149775,2661,9.356,310,1781,3998,8,0,33952,28,74087,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2053,Sensor,304.49,277,23.14,0.003022044784336202,1.789,26.25,0.002363800052612698,0.0008488539035565624,6139,6.882,621,1194,2815,8,8,30907,2,23735,150,Normal,0,NF-BoT-IoT-v2
Device_2054,Gateway,982.95,414,38.0,0.006191481640156182,4.469,65.72,0.004774203520552207,0.00016707888803244367,7500,0.482,401,1443,3012,8,8,49381,5,82885,425,Normal,0,NF-BoT-IoT-v2
Device_2055,Actuator,642.78,307,141.9,0.0038151281633300527,1.228,97.39,0.004928573161178737,0.00014687815350682222,7968,1.506,353,1753,1316,11,0,7098,5,16171,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_2056,Camera,717.68,326,179.59,0.004001189246374987,1.315,94.92,0.0025161929876779815,0.0006186233030151429,6365,0.574,572,2047,1334,3,8,54881,28,38558,220,Normal,0,NF-ToN-IoT-v2
Device_2057,Camera,976.62,67,130.41,0.0054425081969101795,3.073,26.95,0.004336735222432628,0.0007593473850771348,2642,9.743,66,711,3134,3,0,42905,1,27259,226,DoS,1,NF-CSE-CIC-IDS2018-v2
